Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Russell Westbrook,36:25,12,22,.545,0,2,.000,1,2,.500,2,13,15,11,4,0,7,3,25,+11
Bradley Beal,36:07,10,22,.455,2,8,.250,9,9,1.000,2,2,4,3,1,0,5,2,31,-1
Rui Hachimura,34:35,6,11,.545,0,1,.000,0,0,,2,2,4,0,2,0,3,2,12,-2
Deni Avdija,31:07,5,7,.714,1,2,.500,0,0,,0,4,4,0,1,1,0,2,11,-6
Alex Len,17:02,3,6,.500,0,1,.000,2,4,.500,2,8,10,1,0,0,4,3,8,-4
Ish Smith,22:43,4,6,.667,0,1,.000,2,2,1.000,1,2,3,3,1,0,1,1,10,+16
Dāvis Bertāns,21:40,4,7,.571,4,7,.571,4,4,1.000,0,4,4,2,0,1,1,3,16,+20
Daniel Gafford,15:39,1,5,.200,0,0,,2,2,1.000,1,5,6,1,2,1,1,1,4,+11
Robin Lopez,13:45,2,2,1.000,0,0,,2,4,.500,3,2,5,0,0,0,2,1,6,+2
Garrison Mathews,7:06,0,2,.000,0,2,.000,0,0,,0,0,0,1,0,0,0,0,0,+11
Raul Neto,3:51,0,0,,0,0,,0,0,,1,0,1,1,1,0,0,0,0,+2
