Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Domantas Sabonis,37:00,.816,.786,.143,.214,6.3,25.4,16.4,31.3,0.0,0.0,6.1,19.0,166,103,13.9
Malcolm Brogdon,36:56,.543,.462,.308,.462,0.0,11.3,6.0,18.3,3.9,0.0,11.3,20.6,112,98,1.5
Victor Oladipo,34:12,.538,.500,.571,.143,0.0,12.2,6.5,32.1,1.4,0.0,16.8,22.5,109,104,3.4
Myles Turner,33:23,.651,.556,.444,.444,7.0,15.6,11.6,8.3,5.8,2.4,0.0,13.9,149,90,6.5
Aaron Holiday,22:28,.872,.917,.667,.333,5.2,0.0,2.5,12.8,2.2,0.0,12.7,15.1,148,104,7.3
Doug McDermott,25:19,.575,.577,.462,.462,13.9,24.7,19.6,0.0,0.0,0.0,11.3,30.0,107,103,-3.0
Justin Holiday,23:04,.500,.500,.571,.000,0.0,18.1,9.6,5.8,2.1,0.0,12.5,14.9,91,101,-2.3
Kelan Martin,11:01,.000,.000,.333,.000,10.6,0.0,5.0,0.0,4.4,0.0,25.0,31.2,12,98,-35.8
T.J. McConnell,9:28,.667,.667,.000,.000,0.0,11.0,5.8,31.8,5.1,0.0,40.0,22.7,89,96,0.4
Edmond Sumner,2:21,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,111,-5.8
Jalen Lecque,1:36,1.042,1.000,.000,1.000,0.0,65.2,34.5,100.0,0.0,0.0,0.0,38.7,219,92,55.0
Cassius Stanley,1:36,1.500,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,300,105,45.7
JaKarr Sampson,1:36,,,,,0.0,65.2,34.5,0.0,0.0,0.0,,0.0,0,92,-0.3
