Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Domantas Sabonis,37:00,10,14,.714,2,2,1.000,3,3,1.000,2,9,11,7,0,0,1,2,25,+25
Malcolm Brogdon,36:56,5,13,.385,2,4,.500,5,6,.833,0,4,4,5,3,0,2,2,17,+29
Victor Oladipo,34:12,5,14,.357,4,8,.500,2,2,1.000,0,4,4,8,1,0,3,1,16,+21
Myles Turner,33:23,5,9,.556,0,4,.000,4,4,1.000,2,5,7,2,4,1,0,6,14,+8
Aaron Holiday,22:28,4,6,.667,3,4,.750,1,2,.500,1,0,1,2,1,0,1,4,12,+11
Doug McDermott,25:19,6,13,.462,3,6,.500,3,6,.500,3,6,9,0,0,0,2,3,18,-1
Justin Holiday,23:04,3,7,.429,1,4,.250,0,0,,0,4,4,1,1,0,1,0,7,+8
Kelan Martin,11:01,0,6,.000,0,2,.000,0,0,,1,0,1,0,1,0,2,3,0,+5
T.J. McConnell,9:28,2,3,.667,0,0,,0,0,,0,1,1,2,1,0,2,0,4,-10
Edmond Sumner,2:21,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+1
Cassius Stanley,1:36,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,1,3,+1
Jalen Lecque,1:36,1,1,1.000,0,0,,1,1,1.000,0,1,1,1,0,0,0,0,3,+1
JaKarr Sampson,1:36,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+1
