Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Devin Booker,40:33,11,16,.688,1,3,.333,10,12,.833,0,6,6,5,0,0,7,4,33,0
Chris Paul,30:09,8,17,.471,2,4,.500,0,0,,0,4,4,4,1,0,1,5,18,-16
Torrey Craig,26:34,5,10,.500,4,7,.571,0,0,,0,2,2,1,0,1,1,4,14,-10
Bismack Biyombo,25:51,3,4,.750,0,0,,0,2,.000,5,3,8,2,1,2,2,4,6,-13
Josh Okogie,19:53,0,5,.000,0,3,.000,5,6,.833,1,2,3,2,0,1,1,2,5,-3
Landry Shamet,29:07,6,13,.462,3,8,.375,0,0,,1,2,3,3,2,0,2,2,15,-7
Jock Landale,20:32,2,6,.333,0,1,.000,0,0,,3,2,5,1,1,0,1,4,4,+3
T.J. Warren,19:40,3,6,.500,0,1,.000,0,0,,1,3,4,1,0,0,0,2,6,-1
Cameron Payne,13:38,3,7,.429,1,2,.500,0,0,,0,2,2,2,1,2,1,2,7,+5
Terrence Ross,12:26,1,6,.167,1,2,.500,0,0,,1,1,2,1,0,0,0,1,3,-12
Darius Bazley,1:37,0,0,,0,0,,0,0,,0,0,0,1,1,0,1,1,0,-1
