Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
PHO,0,240,42,90,.467,12,31,.387,15,20,.750,12,27,39,23,7,6,17,31,111
LAL,1,240,39,70,.557,8,17,.471,36,46,.783,5,31,36,27,7,2,13,20,122
