Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Dorian Finney-Smith,39:31,4,7,.571,3,5,.600,0,0,,3,6,9,0,2,0,1,3,11,+13
Josh Richardson,39:14,3,9,.333,2,3,.667,0,0,,0,6,6,4,0,1,3,2,8,+5
Luka Dončić,34:40,11,15,.733,7,11,.636,7,11,.636,0,8,8,5,0,0,8,3,36,-2
Kristaps Porziņģis,32:05,6,15,.400,3,7,.429,4,6,.667,1,7,8,2,2,3,2,2,19,+15
Maxi Kleber,25:21,1,5,.200,0,3,.000,3,4,.750,0,3,3,2,1,0,1,3,5,-5
Jalen Brunson,32:58,8,10,.800,1,1,1.000,4,4,1.000,0,5,5,3,1,0,1,1,21,-1
Tim Hardaway,25:12,3,10,.300,1,6,.167,0,0,,0,3,3,2,0,0,0,3,7,-9
Nicolò Melli,5:37,1,3,.333,1,1,1.000,0,0,,0,1,1,1,0,0,0,1,3,+1
Trey Burke,2:41,1,2,.500,1,2,.500,0,0,,0,0,0,0,0,0,0,0,3,+4
Josh Green,2:41,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,0,0,+4
