Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Pascal Siakam,37:33,.624,.579,.263,.316,0.0,22.6,11.7,29.3,2.6,0.0,8.5,27.7,125,101,8.1
Kyle Lowry,35:03,.509,.458,.750,.333,0.0,18.8,9.8,20.4,0.0,0.0,6.8,18.5,112,108,-2.7
OG Anunoby,34:55,.772,.714,.643,.357,0.0,8.1,4.2,4.9,0.0,5.5,19.8,25.4,117,109,3.3
Fred VanVleet,34:43,.612,.577,.769,.154,0.0,8.1,4.2,21.5,1.4,0.0,6.7,18.8,126,109,3.0
Khem Birch,24:15,.680,.700,.400,.400,12.6,15.5,14.1,18.0,0.0,4.0,14.5,12.5,142,107,3.5
Freddie Gillespie,23:38,.410,.250,.000,.500,8.6,11.9,10.4,5.5,2.1,20.3,0.0,9.1,119,94,2.9
Gary Trent,14:27,.278,.278,.556,.000,0.0,26.1,13.6,0.0,6.7,0.0,0.0,27.4,58,90,-7.1
Yuta Watanabe,13:49,.625,.625,.750,.000,14.8,6.8,10.6,10.8,0.0,0.0,0.0,12.7,149,113,2.1
Malachi Flynn,11:03,.500,.500,.600,.000,0.0,0.0,0.0,14.3,4.4,0.0,16.7,23.9,88,105,-3.0
Chris Boucher,10:34,.400,.400,.200,.000,19.3,44.5,32.4,0.0,0.0,0.0,0.0,20.8,103,98,-10.3
