Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jayson Tatum,40:07,.615,.580,.360,.240,7.0,17.1,11.6,23.3,2.4,0.0,3.5,29.7,132,114,12.0
Marcus Smart,38:17,.460,.400,.400,.200,2.5,6.0,4.0,11.6,0.0,4.9,10.9,19.9,96,117,-7.2
Kemba Walker,33:04,.569,.500,.500,.278,0.0,13.8,6.2,20.5,0.0,0.0,12.9,29.2,109,120,-2.7
Robert Williams,32:21,.595,.600,.000,.400,8.7,24.7,16.0,20.9,0.0,8.7,25.4,10.1,121,111,1.2
Grant Williams,22:40,.375,.375,1.000,.000,4.2,20.2,11.4,5.6,0.0,0.0,33.3,11.0,66,118,-12.1
Evan Fournier,32:33,.000,.000,.500,.000,0.0,7.0,3.2,0.0,2.9,5.8,9.1,14.1,0,110,-14.6
Payton Pritchard,15:16,.917,.917,.667,.000,12.3,22.5,16.9,0.0,3.1,6.2,14.3,19.1,147,106,16.3
Luke Kornet,13:14,.776,.833,.667,.167,7.1,25.9,15.6,28.5,0.0,7.1,13.4,23.4,137,113,15.9
Aaron Nesmith,8:09,.625,.625,.500,.000,11.5,14.0,12.7,0.0,0.0,0.0,20.0,25.5,101,121,-1.6
Moritz Wagner,4:19,.568,,,,0.0,53.0,23.9,27.8,0.0,0.0,0.0,8.5,149,112,-0.8
