Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
CJ McCollum,34:10,7,19,.368,3,8,.375,6,6,1.000,1,3,4,3,0,1,0,3,23,-11
Damian Lillard,33:41,4,12,.333,1,7,.143,0,1,.000,0,4,4,7,1,1,1,1,9,-21
Derrick Jones,25:35,3,9,.333,3,5,.600,0,0,,1,3,4,0,0,0,1,3,9,-16
Jusuf Nurkić,21:52,5,9,.556,1,2,.500,2,2,1.000,1,2,3,3,1,0,2,3,13,-10
Robert Covington,21:25,0,3,.000,0,3,.000,1,2,.500,0,4,4,3,1,0,0,2,1,-18
Gary Trent,26:08,4,12,.333,3,5,.600,0,0,,0,2,2,3,2,0,0,0,11,-10
Enes Kanter,25:54,7,7,1.000,0,0,,0,0,,1,7,8,0,0,0,0,0,14,-10
Carmelo Anthony,24:04,5,12,.417,0,0,,5,6,.833,1,3,4,0,1,0,1,2,15,-3
Rodney Hood,13:50,0,3,.000,0,0,,0,0,,0,3,3,2,0,0,0,0,0,-1
Harry Giles,4:27,1,2,.500,1,1,1.000,0,0,,0,2,2,0,0,1,0,1,3,0
CJ Elleby,4:27,1,2,.500,0,1,.000,0,0,,1,1,2,1,0,0,0,2,2,0
Keljin Blevins,4:27,0,2,.000,0,1,.000,0,0,,0,0,0,1,0,0,1,1,0,0
