Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Paul George,37:36,5,21,.238,3,8,.375,7,11,.636,0,7,7,2,1,0,0,1,20,+3
Kawhi Leonard,30:17,7,12,.583,2,3,.667,0,0,,2,3,5,6,0,0,1,1,16,-2
Reggie Jackson,30:09,5,12,.417,3,7,.429,2,2,1.000,0,3,3,1,3,0,1,1,15,+4
Marcus Morris,28:48,2,6,.333,1,4,.250,3,3,1.000,1,2,3,3,0,0,1,3,8,-2
Ivica Zubac,24:04,1,3,.333,0,0,,4,6,.667,2,5,7,1,0,0,1,3,6,+5
Rajon Rondo,30:13,8,12,.667,2,5,.400,0,0,,1,4,5,5,2,1,2,2,18,-9
Nicolas Batum,19:07,0,2,.000,0,0,,0,0,,1,2,3,1,1,1,0,3,0,-11
DeMarcus Cousins,14:24,6,9,.667,2,3,.667,2,2,1.000,2,1,3,1,1,1,0,3,16,+5
Terance Mann,13:15,2,4,.500,1,2,.500,0,0,,1,1,2,0,0,0,0,1,5,-12
Patrick Patterson,7:10,0,2,.000,0,2,.000,0,0,,0,1,1,0,0,0,0,1,0,-11
Luke Kennard,4:57,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0
