Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
SAS,0,240,45,85,.529,12,31,.387,23,28,.821,8,38,46,27,6,6,13,25,125
ATL,1,240,39,90,.433,11,32,.344,25,33,.758,10,31,41,22,10,4,12,17,114
