Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jaylen Brown,39:18,11,26,.423,2,10,.200,4,8,.500,1,2,3,4,2,3,2,4,28,+2
Jayson Tatum,37:08,11,24,.458,3,13,.231,4,5,.800,0,5,5,3,2,1,1,3,29,-8
Marcus Smart,29:13,5,11,.455,4,9,.444,5,6,.833,1,2,3,2,2,0,4,2,19,-10
Daniel Theis,25:36,0,1,.000,0,1,.000,0,0,,2,2,4,5,0,0,2,3,0,-1
Semi Ojeleye,19:04,1,4,.250,1,3,.333,2,2,1.000,1,2,3,0,0,0,0,1,5,-3
Robert Williams,26:35,6,7,.857,0,0,,1,2,.500,5,9,14,3,2,4,1,4,13,-13
Grant Williams,22:29,1,6,.167,0,1,.000,3,4,.750,4,3,7,0,0,0,0,5,5,+4
Payton Pritchard,18:47,3,4,.750,0,1,.000,1,2,.500,1,0,1,1,1,0,0,1,7,+3
Jeff Teague,14:33,2,5,.400,0,0,,0,0,,0,0,0,1,1,1,2,2,4,-8
Carsen Edwards,3:56,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-4
Javonte Green,3:21,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,+3
