Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
LeBron James,34:54,.680,.667,.467,.733,0.0,18.3,9.4,51.6,0.0,0.0,16.8,30.3,129,123,10.8
Anthony Davis,34:20,.643,.676,.176,.118,6.5,24.9,15.9,15.2,1.4,7.4,5.3,24.4,128,111,10.5
Kyle Kuzma,30:23,.406,.406,.375,.000,14.7,21.1,18.0,0.0,0.0,0.0,0.0,23.4,98,123,-6.5
Dennis Schröder,27:13,.273,.273,.273,.000,0.0,15.7,8.0,9.4,1.8,0.0,15.4,21.2,57,119,-13.0
Marc Gasol,13:34,1.064,1.000,.000,2.000,0.0,7.9,4.0,0.0,0.0,6.2,61.5,16.0,73,119,-12.8
Wesley Matthews,21:31,.250,.250,.833,.000,0.0,5.0,2.5,0.0,0.0,0.0,0.0,12.4,55,125,-11.3
Talen Horton-Tucker,20:47,.484,.444,.333,.333,0.0,20.5,10.5,20.5,0.0,0.0,16.2,26.3,93,123,-6.8
Alex Caruso,20:23,1.333,1.333,.667,.000,0.0,15.7,8.0,6.6,0.0,0.0,0.0,6.5,261,124,4.3
Montrezl Harrell,18:14,.672,.714,.000,.143,12.2,23.4,17.9,0.0,0.0,0.0,0.0,18.1,140,122,1.7
Markieff Morris,12:38,,,,,8.8,16.9,13.0,0.0,0.0,0.0,100.0,3.5,57,123,-11.6
Jared Dudley,2:01,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,126,-6.9
Quinn Cook,2:01,1.330,1.500,1.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.3,262,126,69.4
Alfonzo McKinnie,2:01,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,126,-8.5
