Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Théo Maledon,29:46,.512,.458,.500,.500,3.4,11.8,7.3,46.2,3.3,0.0,6.4,23.8,114,118,5.4
Darius Bazley,28:36,.519,.474,.684,.263,0.0,12.3,5.7,13.8,1.7,0.0,4.5,35.2,99,121,2.2
Moses Brown,27:33,.333,.333,.000,.000,7.4,25.5,15.8,0.0,1.8,4.5,25.0,6.6,76,116,-10.3
Isaiah Roby,23:50,.500,.500,.333,.000,4.3,19.6,11.4,0.0,2.0,0.0,33.3,17.1,66,119,-14.4
Luguentz Dort,21:45,.269,.269,.462,.000,4.7,5.4,5.0,22.5,2.2,0.0,7.1,29.2,63,121,-13.9
Josh Hall,24:10,.429,.375,.375,.375,0.0,24.2,11.3,0.0,2.0,0.0,9.7,19.4,76,118,-9.1
Gabriel Deck,23:38,.381,.286,.286,.286,0.0,9.9,4.6,25.4,2.1,0.0,0.0,15.1,96,121,-3.5
Ty Jerome,22:21,.730,.679,.429,.286,0.0,21.0,9.8,34.2,2.2,0.0,0.0,32.0,144,119,17.3
Tony Bradley,20:27,1.000,1.000,.000,.000,0.0,28.6,13.3,0.0,0.0,0.0,0.0,8.9,200,123,-0.3
Charlie Brown,15:46,.000,.000,.500,.000,0.0,7.4,3.5,8.5,0.0,0.0,33.3,8.6,17,126,-17.3
Jaylen Hoard,2:06,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,128,-10.9
