Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
OKC,0,240,36,88,.409,9,39,.231,16,20,.800,5,34,39,21,9,1,9,19,97
GSW,1,240,42,86,.488,19,47,.404,15,18,.833,7,42,49,36,4,1,13,19,118
