Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
DAL,0,240,43,87,.494,14,41,.341,24,27,.889,11,43,54,25,10,2,6,14,124
LAC,1,240,26,76,.342,4,33,.121,17,20,.850,5,31,36,13,2,2,12,19,73
