Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Gordon Hayward,30:20,5,12,.417,3,6,.500,4,6,.667,0,8,8,4,0,0,4,2,17,-27
P.J. Washington,29:04,3,10,.300,0,2,.000,0,0,,2,1,3,1,0,2,3,2,6,-21
Terry Rozier,26:05,2,10,.200,2,9,.222,2,2,1.000,2,1,3,5,0,0,2,0,8,-17
Bismack Biyombo,26:01,3,4,.750,0,0,,0,0,,6,1,7,1,0,0,3,4,6,-19
LaMelo Ball,21:47,4,12,.333,1,4,.250,4,7,.571,0,5,5,2,3,0,1,4,13,-18
Cody Martin,29:42,2,7,.286,0,2,.000,1,2,.500,2,3,5,4,2,0,0,2,5,0
Miles Bridges,27:44,7,11,.636,5,9,.556,2,2,1.000,1,2,3,4,0,1,1,4,21,-13
Devonte' Graham,18:21,2,6,.333,2,5,.400,5,5,1.000,0,1,1,3,0,1,0,0,11,-4
Malik Monk,15:24,1,4,.250,1,2,.500,0,0,,0,1,1,1,0,0,0,2,3,-13
Caleb Martin,7:52,0,2,.000,0,1,.000,1,2,.500,0,0,0,0,0,0,0,0,1,-5
Jalen McDaniels,3:50,2,2,1.000,1,1,1.000,2,2,1.000,0,1,1,0,0,0,0,0,7,+1
Vernon Carey,3:50,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,0,0,+1
