Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
CHO,240,.531,.481,.513,.350,28.3,74.3,48.1,80.6,5.5,7.7,13.2,100.0,106.9,136.4
LAC,240,.650,.593,.395,.267,25.7,71.7,51.9,57.8,9.8,2.6,8.6,100.0,136.4,106.9
