Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
UTA,240,.619,.579,.500,.280,20.9,88.5,57.9,76.3,6.4,10.2,11.5,100.0,122.5,80.6
CLE,240,.416,.392,.410,.193,11.5,79.1,42.1,58.6,5.4,12.2,10.0,100.0,80.6,122.5
