Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
UTA,1,240,38,82,.463,19,41,.463,19,23,.826,9,46,55,29,6,5,12,14,114
CLE,0,240,29,83,.349,7,34,.206,10,16,.625,6,34,40,17,5,5,10,18,75
