Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Reggie Bullock,38:05,3,15,.200,0,9,.000,0,0,,0,5,5,3,1,1,1,5,6,-9
Julius Randle,37:39,5,12,.417,0,4,.000,6,7,.857,1,9,10,5,0,1,3,4,16,-18
RJ Barrett,36:56,4,19,.211,0,8,.000,4,5,.800,2,6,8,3,1,0,2,2,12,-20
Mitchell Robinson,25:13,2,4,.500,0,0,,0,0,,2,5,7,0,2,0,1,4,4,0
Elfrid Payton,23:21,7,12,.583,0,2,.000,0,1,.000,0,3,3,4,1,0,2,1,14,-14
Kevin Knox,31:30,5,14,.357,2,8,.250,4,5,.800,2,4,6,1,0,0,2,1,16,-14
Austin Rivers,21:15,3,6,.500,1,4,.250,0,0,,0,1,1,5,1,0,1,0,7,-4
Nerlens Noel,18:28,3,5,.600,0,0,,0,0,,2,4,6,0,0,1,1,4,6,-8
Jared Harper,3:24,0,0,,0,0,,2,2,1.000,0,0,0,0,0,0,2,0,2,+1
Theo Pinson,3:24,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,+1
Ignas Brazdeikis,0:45,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0
