Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
NOP,240,.631,.578,.322,.289,28.2,87.5,60.9,59.6,8.8,6.3,11.4,100.0,125.6,108.9
LAL,240,.565,.529,.435,.353,12.5,71.8,39.1,69.4,9.8,6.6,11.7,100.0,108.9,125.6
