Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Maurice Harkless,38:59,5,9,.556,2,5,.400,0,0,,0,5,5,4,2,0,0,0,12,-3
Delon Wright,38:58,8,16,.500,1,3,.333,0,0,,2,5,7,9,1,0,4,4,17,-6
Buddy Hield,38:54,5,14,.357,5,12,.417,2,2,1.000,0,5,5,6,2,0,6,2,17,-4
Richaun Holmes,32:43,7,12,.583,0,0,,1,1,1.000,1,4,5,5,1,2,1,6,15,-4
Marvin Bagley,18:53,1,5,.200,0,1,.000,2,6,.333,0,2,2,1,0,0,0,2,4,-8
Terence Davis,32:35,10,16,.625,4,8,.500,0,0,,0,3,3,1,3,0,3,2,24,+3
Damian Jones,15:11,2,3,.667,0,0,,2,4,.500,1,6,7,0,1,1,2,2,6,-5
Chimezie Metu,11:46,1,5,.200,0,1,.000,0,0,,0,1,1,0,0,0,0,0,2,-6
Kyle Guy,10:53,2,4,.500,1,2,.500,2,2,1.000,0,0,0,1,0,0,0,1,7,-10
Justin James,1:08,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
