Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Joel Embiid,36:53,.590,.500,.143,.571,3.5,26.6,16.6,45.1,2.4,2.9,18.6,36.5,111,103,5.3
Seth Curry,36:51,.799,.731,.385,.462,3.5,2.7,3.0,22.8,2.4,0.0,24.2,23.4,126,110,3.5
Tobias Harris,36:37,.585,.500,.118,.471,3.5,37.5,22.9,23.0,1.2,5.8,0.0,23.4,133,102,6.8
Danny Green,36:04,1.000,1.000,1.000,.000,3.6,5.4,4.6,0.0,0.0,5.9,33.3,10.4,112,112,0.0
Matisse Thybulle,31:06,1.250,1.250,.500,.000,4.2,0.0,1.8,8.6,5.8,3.4,0.0,2.7,241,101,7.1
Furkan Korkmaz,15:51,.417,.417,.667,.000,0.0,18.5,10.6,9.2,2.8,0.0,14.3,18.4,78,106,-6.3
Isaiah Joe,12:26,.250,.250,.833,.000,0.0,0.0,0.0,11.0,7.3,0.0,0.0,20.1,64,100,-6.3
Tyrese Maxey,11:42,.635,.571,.000,.286,0.0,16.7,9.5,0.0,0.0,0.0,11.3,31.7,108,113,-4.9
Mike Scott,11:23,.000,.000,.000,.000,0.0,34.4,19.6,0.0,0.0,0.0,0.0,3.7,0,109,-6.9
Dwight Howard,11:07,.399,.000,.000,2.000,23.3,35.2,30.1,0.0,0.0,0.0,51.5,29.1,57,108,-27.8
