Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Joel Embiid,36:53,10,21,.476,1,3,.333,10,12,.833,1,10,11,9,2,1,6,4,31,+4
Seth Curry,36:51,8,13,.615,3,5,.600,6,6,1.000,1,1,2,5,2,0,5,2,25,-7
Tobias Harris,36:37,8,17,.471,1,2,.500,7,8,.875,1,14,15,5,1,2,0,2,24,-2
Danny Green,36:04,4,6,.667,4,6,.667,0,0,,1,2,3,0,0,2,3,2,12,-4
Matisse Thybulle,31:06,2,2,1.000,1,1,1.000,0,0,,1,0,1,2,4,1,0,5,5,+4
Furkan Korkmaz,15:51,2,6,.333,1,4,.250,0,0,,0,3,3,1,1,0,1,1,5,+14
Isaiah Joe,12:26,1,6,.167,1,5,.200,0,0,,0,0,0,1,2,0,0,1,3,+3
Tyrese Maxey,11:42,4,7,.571,0,0,,2,2,1.000,0,2,2,0,0,0,1,0,10,+5
Mike Scott,11:23,0,1,.000,0,0,,0,0,,0,4,4,0,0,0,0,0,0,+7
Dwight Howard,11:07,0,2,.000,0,0,,3,4,.750,2,4,6,0,0,0,4,4,3,+1
