Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Russell Westbrook,35:31,7,16,.438,1,5,.200,1,6,.167,2,9,11,12,0,1,9,3,16,-23
Deni Avdija,33:58,4,10,.400,1,4,.250,2,5,.400,0,10,10,1,1,0,1,3,11,-31
Rui Hachimura,30:13,5,12,.417,0,0,,0,1,.000,1,1,2,2,1,0,1,3,10,-21
Alex Len,21:05,7,12,.583,0,0,,0,2,.000,1,4,5,0,1,0,0,4,14,-20
Jerome Robinson,9:19,0,3,.000,0,1,.000,0,0,,0,1,1,1,0,1,1,1,0,-13
Robin Lopez,26:55,7,10,.700,0,1,.000,2,3,.667,0,2,2,3,0,3,1,1,16,-9
Garrison Mathews,23:01,1,2,.500,1,2,.500,0,0,,0,1,1,0,0,0,0,1,3,-6
Raul Neto,22:43,4,7,.571,1,2,.500,0,0,,0,2,2,3,1,1,0,1,9,-12
Chandler Hutchison,20:53,2,5,.400,0,1,.000,1,2,.500,0,4,4,1,1,0,0,0,5,-5
Isaac Bonga,10:17,1,4,.250,0,2,.000,0,0,,0,2,2,2,1,0,1,2,2,-3
Cassius Winston,6:05,2,4,.500,1,1,1.000,0,0,,0,0,0,0,0,0,0,2,5,-2
