Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Stephen Curry,31:14,10,20,.500,5,10,.500,2,2,1.000,1,3,4,4,0,0,4,2,27,-23
Andrew Wiggins,28:10,6,11,.545,3,6,.500,1,2,.500,0,5,5,1,0,0,2,2,16,-18
Kelly Oubre,25:32,1,11,.091,0,5,.000,2,2,1.000,0,4,4,1,1,0,1,2,4,-17
Draymond Green,24:55,1,7,.143,0,1,.000,0,0,,3,1,4,6,3,0,2,3,2,-17
Kevon Looney,15:30,1,2,.500,0,0,,0,0,,1,3,4,1,2,0,0,1,2,-6
Eric Paschall,18:40,6,10,.600,0,1,.000,0,0,,1,0,1,2,0,0,2,1,12,-5
James Wiseman,18:31,2,9,.222,0,0,,1,2,.500,4,2,6,1,1,0,1,2,5,-10
Damion Lee,18:24,0,3,.000,0,2,.000,0,0,,0,6,6,0,0,0,0,0,0,-4
Brad Wanamaker,17:04,4,6,.667,0,1,.000,0,0,,0,1,1,0,0,0,0,2,8,-6
Mychal Mulder,15:28,1,4,.250,1,3,.333,0,0,,0,3,3,1,0,0,0,0,3,-3
Kent Bazemore,15:16,3,7,.429,1,3,.333,0,0,,2,3,5,2,1,0,1,2,7,0
Jordan Poole,5:38,3,5,.600,1,3,.333,0,0,,0,1,1,0,0,1,0,0,7,+2
Nico Mannion,5:38,0,4,.000,0,3,.000,0,0,,0,4,4,2,0,0,0,2,0,+2
