Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Ja Morant,28:39,.450,.438,.250,.250,7.6,9.1,8.5,43.0,1.8,0.0,18.4,16.9,120,109,0.9
Grayson Allen,26:38,.519,.500,.929,.071,4.1,13.1,9.1,10.3,3.8,6.6,12.2,27.5,98,98,3.5
Dillon Brooks,25:54,.790,.778,.222,.444,0.0,16.8,9.4,16.9,0.0,3.4,15.7,22.0,133,107,6.6
Jonas Valančiūnas,25:50,.727,.727,.091,.000,21.1,23.6,22.5,6.4,0.0,0.0,8.3,20.7,144,105,2.5
Kyle Anderson,25:26,.465,.389,.333,.444,0.0,20.6,11.4,9.8,4.0,10.3,8.5,20.6,97,93,2.8
Desmond Bane,23:58,.612,.591,.545,.091,4.6,18.2,12.1,5.9,0.0,0.0,0.0,21.3,128,108,0.1
Brandon Clarke,21:07,.663,.600,.000,.300,5.2,4.1,4.6,15.0,0.0,4.1,8.1,26.0,131,112,1.4
Xavier Tillman,20:43,.333,.333,.667,.000,0.0,12.6,7.0,5.6,2.4,8.4,0.0,6.5,88,99,-4.2
Tyus Jones,17:54,.417,.417,.500,.000,0.0,9.8,5.4,34.7,0.0,0.0,14.3,17.4,105,112,-4.5
De'Anthony Melton,15:00,.875,.875,.750,.000,0.0,17.5,9.7,34.3,0.0,5.8,11.1,26.8,148,105,20.7
John Konchar,4:30,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,9.9,0,115,-22.2
Killian Tillie,1:27,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,112,-18.9
Jontay Porter,1:27,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,117,-7.2
Sean McDermott,1:27,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,117,-6.9
