Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Keldon Johnson,33:00,5,16,.313,0,2,.000,3,3,1.000,1,5,6,6,0,1,3,1,13,-16
DeMar DeRozan,28:02,4,11,.364,0,2,.000,4,4,1.000,1,2,3,6,0,0,1,1,12,-18
Dejounte Murray,26:01,4,10,.400,0,0,,0,0,,0,4,4,2,0,0,3,3,8,-20
Devin Vassell,24:17,2,7,.286,1,3,.333,1,2,.500,1,5,6,0,0,1,1,1,6,-14
Jakob Poeltl,19:42,2,4,.500,0,0,,0,0,,1,4,5,0,0,2,1,3,4,-13
Trey Lyles,25:59,5,8,.625,1,3,.333,4,4,1.000,1,5,6,0,0,0,0,2,15,-1
Rudy Gay,24:02,5,11,.455,3,6,.500,4,4,1.000,1,5,6,1,0,0,2,2,17,-7
Patty Mills,23:11,4,9,.444,3,5,.600,2,2,1.000,0,0,0,2,1,0,1,1,13,-9
Lonnie Walker,17:42,0,5,.000,0,3,.000,0,0,,0,3,3,2,0,0,1,2,0,-9
Drew Eubanks,9:48,1,2,.500,0,0,,1,2,.500,1,4,5,1,0,1,0,0,3,-2
Keita Bates-Diop,4:08,0,2,.000,0,0,,0,0,,1,0,1,0,1,0,0,0,0,-3
Quinndary Weatherspoon,4:08,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-3
