Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
CHO,0,240,45,90,.500,16,44,.364,8,15,.533,8,24,32,29,10,4,15,17,114
CLE,1,240,46,87,.529,14,30,.467,15,20,.750,10,40,50,34,12,3,18,22,121
