Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Cole Anthony,33:58,5,14,.357,1,6,.167,5,5,1.000,1,3,4,9,1,2,4,4,16,-4
Chuma Okeke,32:55,6,17,.353,2,6,.333,0,0,,2,2,4,2,4,1,2,1,14,-11
Dwayne Bacon,32:37,7,14,.500,1,5,.200,7,7,1.000,1,2,3,2,3,0,1,2,22,-1
Wendell Carter,31:35,5,7,.714,1,1,1.000,0,1,.000,2,8,10,1,1,0,2,3,11,-14
Gary Harris,26:28,6,12,.500,2,2,1.000,2,3,.667,0,1,1,3,0,0,0,4,16,+1
R.J. Hampton,21:32,2,7,.286,0,2,.000,3,3,1.000,1,2,3,6,0,0,3,1,7,-5
Mohamed Bamba,16:25,5,9,.556,1,3,.333,0,0,,2,7,9,2,0,1,1,2,11,+10
Devin Cannady,15:23,0,3,.000,0,1,.000,0,0,,0,2,2,1,1,0,1,1,0,-3
Robert Franks,15:05,2,4,.500,1,3,.333,0,0,,0,0,0,1,0,1,0,1,5,+7
Chasson Randle,14:02,3,4,.750,2,3,.667,0,0,,0,0,0,1,0,0,1,0,8,0
