Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
LAC,240,.673,.661,.448,.230,25.0,87.8,61.2,56.3,3.9,5.9,14.3,100.0,125.8,93.6
IND,240,.500,.478,.427,.180,12.2,75.0,38.8,75.7,12.7,4.2,14.3,100.0,93.6,125.8
