Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
BOS,240,.515,.471,.453,.267,22.9,70.6,47.5,54.3,5.2,13.6,11.9,100.0,102.4,125.2
CHI,240,.566,.525,.404,.182,29.4,77.1,52.5,60.5,10.3,8.5,7.8,100.0,125.2,102.4
