Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MEM,0,240,52,93,.559,15,30,.500,14,18,.778,10,43,53,37,11,11,9,16,133
SAS,1,240,37,89,.416,13,37,.351,15,22,.682,10,32,42,28,8,7,14,13,102
