Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jrue Holiday,38:00,5,11,.455,3,5,.600,4,4,1.000,2,2,4,7,2,0,2,0,17,-1
Khris Middleton,34:58,5,13,.385,3,6,.500,3,4,.750,1,4,5,10,2,0,3,3,16,-18
Bryn Forbes,31:03,7,13,.538,3,9,.333,2,2,1.000,1,5,6,1,0,0,1,0,19,+1
Giannis Antetokounmpo,29:12,10,18,.556,0,3,.000,8,12,.667,3,8,11,8,0,0,4,0,28,-5
Brook Lopez,28:32,5,13,.385,4,9,.444,3,3,1.000,0,3,3,0,0,1,1,3,17,-3
Pat Connaughton,24:59,3,9,.333,1,7,.143,0,0,,0,4,4,0,1,0,1,1,7,-14
P.J. Tucker,21:45,2,6,.333,1,3,.333,0,0,,3,3,6,0,1,0,0,1,5,-8
Jeff Teague,13:14,0,1,.000,0,0,,0,0,,1,2,3,1,0,0,1,0,0,-7
Bobby Portis,9:19,2,5,.400,1,3,.333,1,2,.500,0,1,1,0,0,0,1,0,6,-9
Thanasis Antetokounmpo,3:02,0,0,,0,0,,0,0,,2,0,2,0,1,0,1,0,0,-1
Rodions Kurucs,1:29,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,0
Jordan Nwora,1:29,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
Mamadi Diakite,1:29,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,0
Sam Merrill,1:29,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,0
