Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jaylen Brown,44:09,9,15,.600,4,9,.444,4,4,1.000,1,4,5,3,2,2,5,5,26,+5
Marcus Smart,41:05,7,12,.583,4,8,.500,6,7,.857,2,4,6,8,2,0,2,3,24,+1
Jayson Tatum,41:00,16,25,.640,6,10,.600,15,16,.938,1,9,10,4,0,1,5,3,53,+5
Kemba Walker,39:08,5,14,.357,3,10,.300,4,4,1.000,1,6,7,9,2,0,4,2,17,+10
Robert Williams,24:32,3,5,.600,0,0,,0,0,,1,6,7,5,0,2,1,3,6,+7
Tristan Thompson,27:31,2,4,.500,0,0,,3,3,1.000,3,4,7,1,0,0,1,4,7,+5
Grant Williams,23:30,0,1,.000,0,1,.000,0,0,,0,2,2,1,2,0,1,4,0,+8
Payton Pritchard,12:22,3,5,.600,1,2,.500,0,0,,0,0,0,1,1,0,0,0,7,+13
Semi Ojeleye,7:02,1,3,.333,1,2,.500,0,0,,0,1,1,0,0,0,1,0,3,+2
Romeo Langford,4:41,1,3,.333,0,0,,0,0,,0,0,0,0,0,0,0,1,2,-11
