Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Bismack Biyombo,28:22,7,10,.700,0,1,.000,2,4,.500,7,5,12,2,0,1,0,1,16,-17
Terry Rozier,27:35,1,11,.091,1,3,.333,3,3,1.000,1,1,2,2,1,0,4,2,6,-18
Gordon Hayward,27:01,5,13,.385,1,2,.500,3,3,1.000,0,3,3,1,1,0,3,2,14,-24
Devonte' Graham,24:44,1,10,.100,1,6,.167,0,0,,0,2,2,5,2,0,0,1,3,-10
P.J. Washington,22:38,3,6,.500,2,4,.500,2,4,.500,0,4,4,0,1,0,6,3,10,-18
LaMelo Ball,26:42,6,14,.429,2,7,.286,1,2,.500,1,2,3,6,2,0,2,2,15,0
Miles Bridges,25:47,1,5,.200,0,2,.000,0,0,,0,7,7,2,0,3,1,2,2,0
Caleb Martin,22:45,6,9,.667,2,4,.500,0,0,,0,2,2,2,1,0,1,0,14,0
Jalen McDaniels,15:47,2,3,.667,0,1,.000,3,4,.750,1,4,5,2,0,0,1,1,7,-2
Cody Martin,15:13,2,4,.500,0,1,.000,0,1,.000,0,1,1,1,1,0,0,0,4,+7
Nick Richards,3:26,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,1,2,+7
