Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
CHO,1,240,35,86,.407,9,31,.290,14,21,.667,10,32,42,23,9,4,18,15,93
MEM,0,240,43,90,.478,14,39,.359,8,10,.800,10,38,48,34,10,6,15,18,108
