Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
ORL,1,240,46,94,.489,18,43,.419,14,17,.824,8,43,51,30,7,8,13,19,124
GSW,0,240,46,97,.474,19,42,.452,9,15,.600,9,36,45,37,8,0,13,19,120
