Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jaylen Brown,28:57,15,21,.714,7,10,.700,5,6,.833,1,4,5,4,1,0,4,1,42,+22
Marcus Smart,26:19,5,11,.455,4,9,.444,0,0,,0,2,2,4,3,1,2,1,14,+8
Jayson Tatum,23:14,6,12,.500,3,5,.600,1,1,1.000,0,4,4,3,1,0,0,0,16,+29
Jeff Teague,21:20,2,6,.333,0,2,.000,0,0,,0,5,5,4,4,0,1,1,4,+22
Daniel Theis,19:09,5,7,.714,0,1,.000,2,3,.667,2,3,5,2,1,2,2,4,12,-2
Robert Williams,22:49,3,4,.750,0,0,,0,0,,4,6,10,2,1,4,2,2,6,+28
Payton Pritchard,21:14,4,6,.667,0,0,,0,0,,0,2,2,3,2,0,1,3,8,+10
Grant Williams,20:38,1,4,.250,0,2,.000,0,0,,0,2,2,0,2,0,0,4,2,+1
Aaron Nesmith,19:49,2,7,.286,1,5,.200,0,0,,1,2,3,1,0,1,1,3,5,-7
Semi Ojeleye,12:10,1,3,.333,0,2,.000,0,0,,0,0,0,0,0,0,0,0,2,+4
Carsen Edwards,12:00,4,8,.500,1,3,.333,0,0,,1,2,3,2,0,1,1,2,9,-6
Tremont Waters,6:18,1,1,1.000,0,0,,2,2,1.000,0,0,0,2,2,0,2,0,4,-7
Tacko Fall,6:02,0,1,.000,0,0,,2,2,1.000,1,0,1,0,0,2,0,0,2,-7
