Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
GSW,0,240,37,85,.435,13,39,.333,13,17,.765,9,30,39,23,10,3,14,12,100
CHO,1,240,37,75,.493,20,40,.500,8,9,.889,4,40,44,23,7,2,24,22,102
