Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Malcolm Brogdon,31:33,5,20,.250,1,7,.143,7,8,.875,1,5,6,5,1,2,2,1,18,-18
Caris LeVert,29:18,8,19,.421,1,5,.200,1,2,.500,0,4,4,2,0,0,2,3,18,-19
Oshae Brissett,24:41,5,8,.625,3,5,.600,0,1,.000,3,3,6,0,1,0,0,2,13,-6
Edmond Sumner,23:29,3,5,.600,1,2,.500,0,0,,1,4,5,6,2,0,1,2,7,+2
Goga Bitadze,22:47,1,7,.143,0,2,.000,5,6,.833,3,6,9,0,0,5,0,4,7,-6
Justin Holiday,24:59,1,9,.111,1,7,.143,1,2,.500,0,5,5,1,0,0,1,3,4,-18
T.J. McConnell,24:31,4,11,.364,0,1,.000,0,0,,0,5,5,4,0,0,0,2,8,-17
Doug McDermott,17:53,2,7,.286,0,1,.000,0,2,.000,0,3,3,0,0,0,0,0,4,-2
JaKarr Sampson,15:41,1,6,.167,0,1,.000,0,2,.000,3,2,5,1,0,0,0,6,2,-10
Aaron Holiday,15:25,2,6,.333,0,1,.000,2,2,1.000,0,2,2,0,0,0,1,2,6,-3
Cassius Stanley,3:27,1,3,.333,0,0,,0,0,,1,0,1,0,0,0,0,1,2,+6
Kelan Martin,3:08,1,2,.500,1,1,1.000,2,2,1.000,2,0,2,1,0,0,0,1,5,+8
Brian Bowen,3:08,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,+8
