Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Myles Turner,41:33,7,11,.636,3,5,.600,5,8,.625,2,10,12,0,2,6,1,3,22,+4
Domantas Sabonis,36:36,7,15,.467,0,2,.000,4,5,.800,4,10,14,6,0,1,4,1,18,+5
Malcolm Brogdon,32:57,5,18,.278,2,6,.333,1,2,.500,0,2,2,8,2,1,1,1,13,+7
Edmond Sumner,30:38,6,11,.545,0,3,.000,0,1,.000,2,2,4,0,1,0,3,2,12,-4
Justin Holiday,29:05,2,4,.500,1,3,.333,3,5,.600,0,2,2,0,1,0,1,3,8,-2
Aaron Holiday,28:00,6,16,.375,2,5,.400,2,2,1.000,1,1,2,12,2,0,1,1,16,+19
Doug McDermott,17:16,2,5,.400,1,2,.500,0,0,,0,5,5,0,0,0,2,4,5,+6
JaKarr Sampson,14:22,3,5,.600,0,1,.000,0,0,,1,5,6,0,1,1,1,0,6,+13
Kelan Martin,5:54,1,3,.333,0,1,.000,0,0,,0,3,3,0,0,0,0,1,2,-1
Cassius Stanley,3:39,0,0,,0,0,,2,2,1.000,0,0,0,0,0,0,0,1,2,-2
