Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Andre Drummond,32:42,9,18,.500,0,0,,7,10,.700,4,18,22,4,1,1,3,3,25,+1
Isaac Okoro,32:10,6,10,.600,1,3,.333,0,0,,1,1,2,4,0,0,0,1,13,+4
Larry Nance,32:04,1,3,.333,0,0,,0,0,,4,12,16,4,0,1,2,3,2,-3
Collin Sexton,31:47,8,16,.500,0,1,.000,0,0,,0,2,2,2,0,0,5,2,16,+5
Darius Garland,31:19,6,14,.429,1,3,.333,4,5,.800,0,2,2,5,1,0,4,3,17,-5
Cedi Osman,23:14,3,6,.500,1,2,.500,2,2,1.000,0,1,1,0,1,0,1,1,9,-5
Taurean Prince,21:02,1,6,.167,1,4,.250,1,2,.500,0,3,3,1,0,0,1,0,4,-5
Jarrett Allen,15:18,4,5,.800,0,0,,2,2,1.000,1,4,5,0,0,1,1,1,10,-6
Dylan Windler,13:09,0,0,,0,0,,0,0,,0,0,0,0,0,0,2,0,0,-8
Damyean Dotson,7:15,3,6,.500,0,3,.000,2,2,1.000,0,2,2,0,0,0,0,0,8,-3
