Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Zion Williamson,32:01,.800,.813,.000,.125,0.0,6.7,4.2,22.4,0.0,0.0,10.6,26.2,142,120,3.9
Lonzo Ball,30:22,.958,.950,.800,.100,0.0,28.1,17.6,18.8,1.6,0.0,22.3,19.6,139,111,8.2
Brandon Ingram,26:01,.786,.708,.500,.500,0.0,16.4,10.2,23.0,0.0,0.0,17.0,30.1,134,117,4.0
Eric Bledsoe,25:42,.643,.600,.400,.200,0.0,8.3,5.2,31.5,0.0,0.0,15.5,11.1,146,119,-0.1
Steven Adams,19:35,.945,1.000,.000,1.333,9.1,38.1,27.2,10.7,4.8,0.0,17.4,13.0,165,101,10.5
Kira Lewis,27:12,.591,.591,.364,.000,0.0,11.8,7.4,16.6,3.5,0.0,15.4,21.2,107,110,-2.7
Josh Hart,26:57,.945,1.083,.667,.333,0.0,19.8,12.4,24.2,1.7,0.0,12.7,13.0,161,112,11.8
Jaxson Hayes,24:21,1.037,1.000,.000,.833,7.3,8.8,8.2,4.8,1.9,4.0,10.9,16.8,188,112,8.6
Sindarius Thornwell,6:57,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,33.3,19.1,0,121,-27.0
Nicolò Melli,6:57,.250,.250,.000,.000,51.2,15.3,28.8,30.0,0.0,0.0,0.0,25.5,109,118,-7.2
Nickeil Alexander-Walker,5:47,.333,.333,.333,.000,0.0,18.4,11.5,0.0,8.1,0.0,40.0,38.3,37,98,-23.7
Naji Marshall,4:04,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,21.8,69,121,-9.2
Willy Hernangómez,4:04,.000,.000,.500,.000,0.0,26.2,16.4,0.0,0.0,0.0,0.0,21.8,0,115,-29.5
