Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Bradley Beal,39:06,10,29,.345,0,7,.000,9,9,1.000,0,5,5,7,0,1,1,1,29,-1
Deni Avdija,36:11,4,11,.364,1,5,.200,0,0,,2,7,9,3,2,0,1,1,9,+13
Thomas Bryant,32:27,8,15,.533,0,2,.000,0,0,,4,3,7,5,1,1,1,5,16,+1
Raul Neto,32:13,10,17,.588,2,8,.250,0,0,,2,2,4,5,3,0,2,2,22,+1
Isaac Bonga,18:06,2,2,1.000,2,2,1.000,0,0,,1,6,7,1,0,1,0,2,6,+20
Troy Brown,23:59,5,7,.714,2,4,.500,0,0,,2,3,5,1,0,0,2,4,12,-24
Dāvis Bertāns,19:22,1,4,.250,1,4,.250,2,3,.667,0,2,2,1,0,1,1,3,5,-14
Ish Smith,15:47,2,5,.400,0,0,,0,0,,0,3,3,4,0,0,1,3,4,-8
Robin Lopez,15:33,4,6,.667,0,0,,0,1,.000,2,3,5,0,0,0,2,2,8,-8
Jerome Robinson,7:16,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,2,3,2,-15
