Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Shai Gilgeous-Alexander,36:43,8,16,.500,1,3,.333,6,6,1.000,1,5,6,7,0,0,2,3,23,-10
Luguentz Dort,30:52,2,10,.200,0,6,.000,0,0,,1,0,1,3,1,0,1,3,4,-10
Darius Bazley,28:59,4,7,.571,1,3,.333,0,0,,0,11,11,2,0,0,4,2,9,-6
George Hill,28:17,9,12,.750,3,4,.750,1,1,1.000,0,0,0,2,2,0,0,0,22,-6
Isaiah Roby,26:03,5,10,.500,0,2,.000,0,0,,3,7,10,3,1,0,0,3,10,-10
Mike Muscala,21:57,3,12,.250,1,9,.111,0,0,,3,5,8,1,0,1,0,2,7,+2
Hamidou Diallo,19:43,6,9,.667,0,1,.000,2,7,.286,2,3,5,2,2,0,2,2,14,-2
Aleksej Pokusevski,17:08,1,8,.125,0,3,.000,0,0,,0,4,4,0,1,1,1,0,2,+2
Théo Maledon,16:47,1,5,.200,0,3,.000,0,0,,0,2,2,1,0,0,0,3,2,-4
Kenrich Williams,13:31,3,6,.500,1,1,1.000,0,0,,2,2,4,1,0,0,0,1,7,+4
