Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jerami Grant,34:33,8,16,.500,2,6,.333,6,6,1.000,0,5,5,4,0,0,2,4,24,-6
Saddiq Bey,29:32,3,10,.300,3,10,.300,2,2,1.000,1,7,8,1,1,0,1,2,11,-5
Mason Plumlee,28:08,4,5,.800,0,0,,2,2,1.000,0,7,7,3,2,0,1,4,10,-10
Wayne Ellington,15:44,1,4,.250,1,3,.333,0,0,,0,0,0,3,0,1,0,3,3,+1
Dennis Smith,15:25,2,6,.333,2,4,.500,0,0,,0,0,0,2,2,0,4,2,6,-12
Saben Lee,32:35,4,7,.571,0,1,.000,4,7,.571,0,4,4,5,3,0,1,4,12,+3
Josh Jackson,32:16,7,23,.304,0,6,.000,3,4,.750,4,6,10,2,0,0,1,1,17,-10
Isaiah Stewart,19:52,2,5,.400,0,1,.000,0,0,,4,4,8,2,0,3,0,0,4,+1
Sekou Doumbouya,16:26,1,6,.167,1,4,.250,0,0,,0,5,5,0,1,0,0,1,3,-3
Sviatoslav Mykhailiuk,15:29,2,9,.222,2,5,.400,0,0,,0,2,2,1,1,0,1,0,6,-4
