Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
DET,0,240,34,91,.374,11,40,.275,17,21,.810,9,40,49,23,10,4,11,21,96
ORL,1,240,35,81,.432,9,30,.300,26,29,.897,5,46,51,24,7,8,11,18,105
