Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Khris Middleton,33:34,.395,.395,.316,.000,0.0,20.0,10.5,12.9,2.7,0.0,0.0,23.6,94,105,-6.7
Giannis Antetokounmpo,29:09,.780,.750,.167,.722,3.7,23.1,13.9,41.7,3.1,7.5,11.2,38.3,149,99,21.8
D.J. Augustin,25:49,.833,.833,.667,.000,0.0,7.4,3.9,20.4,1.8,0.0,0.0,9.7,180,110,2.8
Donte DiVincenzo,25:31,.650,.650,.600,.000,4.2,15.0,9.9,21.6,0.0,0.0,16.7,19.6,124,113,-0.4
Brook Lopez,25:24,.656,.636,.455,.091,4.2,15.1,9.9,0.0,1.8,0.0,14.9,22.1,108,109,-6.2
Pat Connaughton,26:49,.300,.300,.800,.000,4.0,17.9,11.3,10.5,3.4,4.1,0.0,7.8,107,101,-1.5
Bryn Forbes,25:45,.829,.808,.692,.154,0.0,14.9,7.8,14.7,0.0,0.0,0.0,22.5,165,113,9.3
Bobby Portis,22:36,.636,.636,.364,.000,4.7,21.2,13.4,10.6,4.0,9.7,0.0,20.3,135,95,7.1
Thanasis Antetokounmpo,18:35,.615,.750,.000,.500,23.0,20.7,21.8,11.4,2.4,0.0,17.0,13.2,138,106,0.5
Sam Merrill,6:48,.750,.750,.500,.000,0.0,14.1,7.4,15.4,0.0,0.0,0.0,12.3,160,113,2.8
