Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
TOR,0,240,45,91,.495,21,50,.420,14,17,.824,8,20,28,36,6,1,13,25,125
BOS,1,240,45,74,.608,13,29,.448,29,40,.725,9,30,39,25,6,7,16,20,132
