Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
TOR,240,.500,.464,.479,.188,23.2,81.0,48.0,67.6,9.5,18.8,13.3,100.0,98.3,107.8
CHO,240,.638,.611,.605,.235,19.0,76.8,52.0,76.9,9.5,12.0,23.2,100.0,107.8,98.3
