Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Patrick Williams,34:12,.875,.875,.500,.000,3.3,14.5,9.7,3.5,1.4,2.5,11.1,11.9,153,100,5.0
Zach LaVine,31:48,.685,.643,.429,.214,0.0,13.0,7.5,23.6,0.0,0.0,11.5,24.6,132,105,4.0
Coby White,30:48,.750,.750,.438,.000,3.6,24.2,15.4,9.3,0.0,2.8,0.0,23.4,152,99,9.0
Wendell Carter,28:49,.605,.571,.000,.143,15.5,25.8,21.4,4.7,3.4,8.9,16.8,28.0,112,86,1.9
Garrett Temple,28:35,.571,.571,.571,.286,3.9,8.7,6.7,15.3,0.0,0.0,0.0,12.4,139,107,1.9
Tomáš Satoranský,29:23,.556,.556,.444,.000,0.0,0.0,0.0,15.4,1.6,0.0,18.2,16.9,104,107,-3.4
Thaddeus Young,20:07,.824,.889,.000,.333,5.5,28.8,18.9,39.9,0.0,0.0,16.2,27.6,146,100,13.0
Denzel Valentine,18:42,.278,.278,.778,.000,0.0,26.6,15.2,5.9,2.6,0.0,0.0,21.7,66,94,-10.7
Ryan Arcidiacono,15:03,.200,.200,.800,.000,0.0,11.0,6.3,0.0,0.0,0.0,16.7,18.0,35,106,-19.9
Daniel Gafford,2:33,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,110,-6.8
