Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
GSW,240,.638,.608,.364,.136,17.5,86.1,50.0,53.3,4.1,0.0,11.4,100.0,122.7,145.4
SAC,240,.724,.702,.427,.213,13.9,82.5,50.0,52.8,6.2,7.1,5.8,100.0,145.4,122.7
