Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
ATL,0,240,39,90,.433,15,42,.357,28,35,.800,12,41,53,20,8,13,14,26,121
TOR,1,240,42,96,.438,17,37,.459,19,23,.826,13,37,50,23,8,4,14,25,120
