Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Kendrick Nunn,36:17,9,14,.643,4,6,.667,0,0,,1,1,2,4,2,0,2,3,22,+22
Bam Adebayo,33:00,6,13,.462,0,0,,1,2,.500,2,8,10,6,4,0,0,2,13,+23
Jimmy Butler,29:30,4,10,.400,0,2,.000,7,8,.875,1,3,4,4,2,0,1,0,15,+4
Trevor Ariza,23:41,7,10,.700,2,5,.400,2,2,1.000,1,1,2,2,1,1,2,1,18,+1
Duncan Robinson,21:14,7,10,.700,6,9,.667,0,0,,0,0,0,1,0,0,0,2,20,-3
Goran Dragić,29:24,4,10,.400,1,3,.333,0,0,,1,4,5,7,0,0,3,2,9,+9
Max Strus,25:52,7,13,.538,3,9,.333,0,1,.000,1,3,4,2,2,0,0,1,17,+22
Andre Iguodala,22:42,2,4,.500,2,2,1.000,2,2,1.000,1,4,5,3,1,0,0,2,8,+19
Dewayne Dedmon,13:20,1,3,.333,0,0,,0,0,,2,2,4,1,0,0,0,1,2,-3
Precious Achiuwa,1:40,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3
Gabe Vincent,1:40,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,2,0,-3
KZ Okpala,1:40,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3
