Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Kelly Oubre,36:06,7,15,.467,1,4,.250,2,2,1.000,0,5,5,0,0,0,0,0,17,+10
Stephen Curry,35:56,7,21,.333,1,11,.091,9,10,.900,1,7,8,8,2,0,4,2,24,+7
Draymond Green,35:56,4,5,.800,0,1,.000,4,4,1.000,0,9,9,11,3,1,3,5,12,+7
Andrew Wiggins,33:16,5,13,.385,0,4,.000,5,6,.833,1,0,1,4,2,0,2,0,15,-14
Kevon Looney,17:10,2,4,.500,0,0,,0,0,,4,1,5,1,0,1,0,2,4,-4
James Wiseman,18:20,5,8,.625,1,1,1.000,0,0,,2,3,5,0,1,0,2,6,11,+7
Eric Paschall,18:15,5,8,.625,0,0,,3,4,.750,0,1,1,1,1,1,4,4,13,-3
Damion Lee,17:36,1,2,.500,1,1,1.000,2,2,1.000,0,3,3,1,1,0,0,1,5,+1
Brad Wanamaker,13:03,2,3,.667,0,0,,3,3,1.000,0,0,0,1,0,0,0,2,7,-2
Kent Bazemore,11:36,1,4,.250,1,4,.250,0,0,,0,3,3,0,0,1,2,3,3,+10
Juan Toscano-Anderson,2:46,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,0,0,+1
