Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Tyler Herro,38:49,8,13,.615,2,6,.333,3,4,.750,1,14,15,4,0,0,4,3,21,+10
Bam Adebayo,35:27,7,13,.538,0,0,,8,10,.800,1,7,8,10,1,2,2,1,22,+11
Avery Bradley,29:39,6,11,.545,2,6,.333,2,2,1.000,0,2,2,0,1,0,1,2,16,+2
Duncan Robinson,23:49,2,4,.500,2,4,.500,3,3,1.000,0,3,3,0,2,0,2,1,9,+4
Andre Iguodala,19:59,0,3,.000,0,3,.000,0,0,,0,4,4,2,0,1,2,1,0,-3
Kelly Olynyk,28:59,5,10,.500,3,7,.429,2,2,1.000,3,5,8,4,0,1,3,2,15,+16
Goran Dragić,26:31,9,17,.529,4,7,.571,4,6,.667,2,3,5,2,0,0,4,2,26,+14
Gabe Vincent,15:11,2,6,.333,2,5,.400,1,1,1.000,0,2,2,2,0,0,0,4,7,+10
Precious Achiuwa,12:01,0,2,.000,0,0,,0,0,,3,2,5,0,0,1,3,2,0,-2
Kendrick Nunn,9:23,1,3,.333,0,1,.000,1,1,1.000,0,0,0,1,1,0,1,0,3,-7
Maurice Harkless,0:08,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
