Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MIA,1,240,40,82,.488,15,39,.385,24,29,.828,10,42,52,25,5,5,22,18,119
MIL,0,240,40,102,.392,16,41,.390,12,13,.923,16,31,47,26,14,6,13,25,108
