Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Tyler Herro,38:49,.711,.692,.462,.308,3.0,29.8,18.7,16.4,0.0,0.0,21.3,19.9,118,101,1.2
Bam Adebayo,35:27,.632,.538,.000,.769,3.3,16.3,10.9,44.4,1.3,4.4,10.3,22.5,140,102,13.0
Avery Bradley,29:39,.673,.636,.545,.182,0.0,5.6,3.3,0.0,1.6,0.0,7.8,17.9,122,109,-0.8
Duncan Robinson,23:49,.846,.750,1.000,.750,0.0,10.4,6.1,0.0,3.9,0.0,27.3,12.6,116,101,2.7
Andre Iguodala,19:59,.000,.000,1.000,.000,0.0,16.6,9.7,12.0,0.0,3.9,40.0,10.3,28,105,-8.1
Kelly Olynyk,28:59,.689,.650,.700,.200,12.1,14.3,13.4,20.9,0.0,2.7,21.6,19.7,124,107,5.5
Goran Dragić,26:31,.662,.647,.412,.353,8.8,9.4,9.1,15.3,0.0,0.0,16.9,36.7,112,111,2.2
Gabe Vincent,15:11,.543,.500,.833,.167,0.0,10.9,6.4,18.8,0.0,0.0,0.0,17.4,128,110,-3.2
Precious Achiuwa,12:01,.000,.000,.000,.000,29.2,13.8,20.2,0.0,0.0,6.5,60.0,17.1,41,105,-19.9
Kendrick Nunn,9:23,.436,.333,.333,.333,0.0,0.0,0.0,14.7,5.0,0.0,22.5,19.5,83,104,-3.6
Maurice Harkless,0:08,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,116,-3.5
