Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Andrew Wiggins,38:44,4,12,.333,0,2,.000,3,4,.750,1,4,5,4,2,1,2,2,11,-3
Stephen Curry,35:37,10,17,.588,6,11,.545,6,6,1.000,0,7,7,6,1,0,1,1,32,+3
Kelly Oubre,35:37,9,16,.563,4,8,.500,2,3,.667,1,3,4,1,0,2,2,2,24,-7
Draymond Green,35:37,3,11,.273,1,4,.250,0,2,.000,0,10,10,10,1,2,5,5,7,+3
Juan Toscano-Anderson,28:58,4,6,.667,0,1,.000,0,0,,1,10,11,2,0,0,2,3,8,-9
Damion Lee,19:02,1,5,.200,1,5,.200,0,0,,0,5,5,4,0,0,2,1,3,+4
Kent Bazemore,12:54,3,6,.500,0,0,,0,0,,1,1,2,2,0,0,3,2,6,+5
Eric Paschall,12:23,2,5,.400,0,0,,0,0,,1,2,3,0,0,0,1,1,4,-8
Brad Wanamaker,12:23,1,5,.200,0,3,.000,0,0,,1,1,2,0,0,0,2,1,2,-8
Mychal Mulder,8:45,1,3,.333,1,3,.333,0,0,,0,0,0,0,0,1,0,1,3,-5
