Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Zion Williamson,38:41,.612,.619,.000,.381,3.5,12.4,8.8,19.2,0.0,2.3,10.9,29.7,116,109,0.9
Eric Bledsoe,34:54,.477,.318,.545,.545,0.0,5.5,3.2,18.2,2.6,0.0,26.8,22.3,87,107,-5.9
Brandon Ingram,33:06,.759,.694,.444,.556,0.0,17.4,10.2,39.0,1.4,5.3,18.2,34.5,131,103,13.9
Wesley Iwundu,27:19,.887,.875,.500,1.250,5.0,21.1,14.5,0.0,0.0,3.2,24.4,12.5,132,105,0.1
Steven Adams,26:30,.452,.500,.000,1.500,25.9,39.8,34.1,0.0,1.7,0.0,0.0,10.4,123,101,-0.5
Naji Marshall,20:59,1.136,,,,0.0,13.7,8.1,16.3,0.0,4.2,0.0,1.7,231,105,0.3
Jaxson Hayes,20:30,.508,.571,.143,.286,0.0,32.8,19.3,0.0,6.7,0.0,20.2,20.1,75,92,-2.0
Kira Lewis,15:23,.611,.611,.222,.000,8.9,0.0,3.7,35.5,3.0,0.0,18.2,29.8,111,104,-1.6
James Johnson,15:11,.000,.000,.000,.000,0.0,6.3,3.7,15.1,0.0,0.0,50.0,5.5,52,112,-6.6
Isaiah Thomas,4:03,.500,.500,.000,.000,33.9,23.7,27.9,0.0,0.0,0.0,33.3,30.9,80,106,-14.5
Willy Hernangómez,3:24,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,113,-5.4
