Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
UTA,240,.668,.669,.461,.213,22.5,77.4,55.9,59.2,3.8,12.8,16.3,100.0,122.9,103.0
SAS,240,.477,.448,.181,.200,22.6,77.5,44.1,52.3,12.3,8.3,5.8,100.0,103.0,122.9
