Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
CHO,240,.610,.561,.400,.211,27.9,82.7,57.9,45.5,3.9,5.2,16.9,100.0,116.2,110.4
MIN,240,.542,.535,.414,.141,17.3,72.1,42.1,62.2,9.7,7.4,7.1,100.0,110.4,116.2
